game_pk,game_date,fastball_dom,open_line_6am,benchmark_line_noon,line_move_6am_to_noon,actual_total,year,signal_type,signal_market,down_move_05
778118,2025-04-30,0,8.0,7.5,-0.5,9,2025,APPROX_UNDER,totals_under,1
778107,2025-05-01,0,9.0,9.0,0.0,10,2025,APPROX_UNDER,totals_under,0
778093,2025-05-02,0,9.5,9.0,-0.5,3,2025,APPROX_UNDER,totals_under,1
778089,2025-05-02,0,9.0,9.0,0.0,7,2025,APPROX_UNDER,totals_under,0
778066,2025-05-03,0,8.0,7.5,-0.5,11,2025,APPROX_UNDER,totals_under,1
778067,2025-05-03,0,8.0,9.0,1.0,7,2025,APPROX_UNDER,totals_under,0
778058,2025-05-04,0,8.5,8.5,0.0,5,2025,APPROX_UNDER,totals_under,0
778037,2025-05-06,0,8.5,8.5,0.0,7,2025,APPROX_UNDER,totals_under,0
778041,2025-05-06,0,8.5,8.0,-0.5,15,2025,APPROX_UNDER,totals_under,1
778040,2025-05-06,1,8.0,8.0,0.0,12,2025,APPROX_UNDER,totals_under,0
778005,2025-05-08,0,8.5,9.0,0.5,13,2025,APPROX_UNDER,totals_under,0
777997,2025-05-09,0,8.0,8.0,0.0,6,2025,APPROX_UNDER,totals_under,0
777990,2025-05-09,0,9.0,9.0,0.0,3,2025,APPROX_UNDER,totals_under,0
777972,2025-05-10,0,9.5,10.0,0.5,18,2025,APPROX_UNDER,totals_under,0
777968,2025-05-11,0,8.0,8.5,0.5,8,2025,APPROX_UNDER,totals_under,0
777967,2025-05-11,0,8.5,8.0,-0.5,7,2025,APPROX_UNDER,totals_under,1
777954,2025-05-11,0,9.5,9.5,0.0,9,2025,APPROX_UNDER,totals_under,0
777924,2025-05-14,0,9.0,8.5,-0.5,9,2025,APPROX_UNDER,totals_under,1
777920,2025-05-14,0,8.0,8.5,0.5,7,2025,APPROX_UNDER,totals_under,0
777917,2025-05-14,0,8.5,8.5,0.0,12,2025,APPROX_UNDER,totals_under,0
777908,2025-05-16,0,8.0,8.0,0.0,6,2025,APPROX_UNDER,totals_under,0
777893,2025-05-17,0,9.0,9.5,0.5,13,2025,APPROX_UNDER,totals_under,0
777847,2025-05-20,0,8.0,8.0,0.0,1,2025,APPROX_UNDER,totals_under,0
777836,2025-05-20,0,8.0,8.0,0.0,5,2025,APPROX_UNDER,totals_under,0
777804,2025-05-23,1,9.5,9.5,0.0,7,2025,APPROX_UNDER,totals_under,0
777786,2025-05-24,0,8.0,7.5,-0.5,11,2025,APPROX_UNDER,totals_under,1
777779,2025-05-25,1,9.0,9.0,0.0,19,2025,APPROX_UNDER,totals_under,0
777768,2025-05-25,0,11.0,10.5,-0.5,9,2025,APPROX_UNDER,totals_under,1
777783,2025-05-25,0,8.0,8.0,0.0,8,2025,APPROX_UNDER,totals_under,0
777753,2025-05-27,1,8.5,9.0,0.5,14,2025,APPROX_UNDER,totals_under,0
777748,2025-05-27,0,8.5,8.5,0.0,2,2025,APPROX_UNDER,totals_under,0
777746,2025-05-27,0,8.5,8.5,0.0,6,2025,APPROX_UNDER,totals_under,0
777742,2025-05-27,0,8.0,8.0,0.0,14,2025,APPROX_UNDER,totals_under,0
777737,2025-05-28,0,8.0,8.0,0.0,13,2025,APPROX_UNDER,totals_under,0
777732,2025-05-28,1,8.0,8.0,0.0,5,2025,APPROX_UNDER,totals_under,0
777716,2025-05-30,0,8.0,8.5,0.5,18,2025,APPROX_UNDER,totals_under,0
777692,2025-06-01,1,8.0,8.0,0.0,4,2025,APPROX_UNDER,totals_under,0
777682,2025-06-01,0,9.0,9.0,0.0,10,2025,APPROX_UNDER,totals_under,0
777669,2025-06-02,0,9.0,9.5,0.5,14,2025,APPROX_UNDER,totals_under,0
777642,2025-06-05,0,8.5,8.5,0.0,11,2025,APPROX_UNDER,totals_under,0
777634,2025-06-05,0,8.5,8.0,-0.5,5,2025,APPROX_UNDER,totals_under,1
777600,2025-06-07,0,8.0,8.0,0.0,9,2025,APPROX_UNDER,totals_under,0
777603,2025-06-07,0,9.0,9.0,0.0,14,2025,APPROX_UNDER,totals_under,0
777599,2025-06-07,0,10.5,10.5,0.0,11,2025,APPROX_UNDER,totals_under,0
777570,2025-06-10,0,8.0,7.5,-0.5,9,2025,APPROX_UNDER,totals_under,1
777572,2025-06-10,1,8.5,8.5,0.0,12,2025,APPROX_UNDER,totals_under,0
777553,2025-06-11,1,8.5,9.0,0.5,9,2025,APPROX_UNDER,totals_under,0
777554,2025-06-11,0,8.0,7.5,-0.5,8,2025,APPROX_UNDER,totals_under,1
777551,2025-06-11,0,8.5,8.5,0.0,9,2025,APPROX_UNDER,totals_under,0
777547,2025-06-11,0,10.0,10.0,0.0,17,2025,APPROX_UNDER,totals_under,0
777533,2025-06-12,0,8.5,8.5,0.0,19,2025,APPROX_UNDER,totals_under,0
777540,2025-06-12,0,8.0,8.0,0.0,5,2025,APPROX_UNDER,totals_under,0
777537,2025-06-13,0,8.5,8.5,0.0,3,2025,APPROX_UNDER,totals_under,0
777535,2025-06-13,0,9.0,8.5,-0.5,16,2025,APPROX_UNDER,totals_under,1
777519,2025-06-14,0,9.5,9.0,-0.5,11,2025,APPROX_UNDER,totals_under,1
777516,2025-06-14,0,8.5,8.5,0.0,7,2025,APPROX_UNDER,totals_under,0
777500,2025-06-15,1,8.5,8.5,0.0,2,2025,APPROX_UNDER,totals_under,0
777462,2025-06-18,0,9.0,9.0,0.0,9,2025,APPROX_UNDER,totals_under,0
777456,2025-06-18,0,9.0,9.0,0.0,15,2025,APPROX_UNDER,totals_under,0
777455,2025-06-19,0,8.5,9.0,0.5,8,2025,APPROX_UNDER,totals_under,0
777410,2025-06-21,0,12.0,12.0,0.0,8,2025,APPROX_UNDER,totals_under,0
777403,2025-06-22,0,12.0,11.5,-0.5,20,2025,APPROX_UNDER,totals_under,1
777397,2025-06-22,1,9.0,9.0,0.0,15,2025,APPROX_UNDER,totals_under,0
777389,2025-06-23,0,8.5,8.5,0.0,5,2025,APPROX_UNDER,totals_under,0
777393,2025-06-23,0,9.0,9.0,0.0,10,2025,APPROX_UNDER,totals_under,0
777373,2025-06-24,0,9.0,9.0,0.0,15,2025,APPROX_UNDER,totals_under,0
777376,2025-06-24,1,8.0,8.0,0.0,5,2025,APPROX_UNDER,totals_under,0
777365,2025-06-25,0,9.0,8.5,-0.5,7,2025,APPROX_UNDER,totals_under,1
777344,2025-06-26,0,12.0,12.0,0.0,4,2025,APPROX_UNDER,totals_under,0
777295,2025-06-30,0,8.5,8.5,0.0,9,2025,APPROX_UNDER,totals_under,0
777283,2025-07-01,0,8.0,7.5,-0.5,17,2025,APPROX_UNDER,totals_under,1
777279,2025-07-02,0,9.5,9.5,0.0,11,2025,APPROX_UNDER,totals_under,0
777269,2025-07-02,0,11.0,10.5,-0.5,8,2025,APPROX_UNDER,totals_under,1
777264,2025-07-03,0,11.0,11.0,0.0,13,2025,APPROX_UNDER,totals_under,0
777245,2025-07-04,0,8.5,7.5,-1.0,13,2025,APPROX_UNDER,totals_under,1
777254,2025-07-04,0,8.0,8.0,0.0,11,2025,APPROX_UNDER,totals_under,0
777252,2025-07-04,1,8.5,9.0,0.5,5,2025,APPROX_UNDER,totals_under,0
777248,2025-07-04,0,8.0,8.0,0.0,12,2025,APPROX_UNDER,totals_under,0
777223,2025-07-05,0,8.5,8.0,-0.5,11,2025,APPROX_UNDER,totals_under,1
777213,2025-07-06,1,8.5,8.0,-0.5,10,2025,APPROX_UNDER,totals_under,1
777206,2025-07-06,0,9.0,9.0,0.0,6,2025,APPROX_UNDER,totals_under,0
777193,2025-07-08,0,8.5,8.5,0.0,4,2025,APPROX_UNDER,totals_under,0
777182,2025-07-09,0,8.0,8.0,0.0,10,2025,APPROX_UNDER,totals_under,0
777162,2025-07-09,0,8.0,8.0,0.0,10,2025,APPROX_UNDER,totals_under,0
777159,2025-07-10,0,9.5,10.0,0.5,15,2025,APPROX_UNDER,totals_under,0
777157,2025-07-11,0,9.0,9.0,0.0,7,2025,APPROX_UNDER,totals_under,0
777145,2025-07-12,0,8.0,8.0,0.0,22,2025,APPROX_UNDER,totals_under,0
777144,2025-07-12,1,8.0,8.0,0.0,1,2025,APPROX_UNDER,totals_under,0
777131,2025-07-12,0,8.5,8.5,0.0,15,2025,APPROX_UNDER,totals_under,0
777108,2025-07-18,0,8.5,8.5,0.0,4,2025,APPROX_UNDER,totals_under,0
777111,2025-07-18,0,8.0,7.5,-0.5,12,2025,APPROX_UNDER,totals_under,1
777094,2025-07-19,0,8.0,8.0,0.0,9,2025,APPROX_UNDER,totals_under,0
777081,2025-07-19,0,8.5,8.5,0.0,11,2025,APPROX_UNDER,totals_under,0
777085,2025-07-19,0,9.0,8.5,-0.5,15,2025,APPROX_UNDER,totals_under,1
777072,2025-07-20,0,10.5,10.5,0.0,8,2025,APPROX_UNDER,totals_under,0
777071,2025-07-20,0,9.0,9.0,0.0,8,2025,APPROX_UNDER,totals_under,0
777065,2025-07-21,0,8.0,7.5,-0.5,16,2025,APPROX_UNDER,totals_under,1
777045,2025-07-22,0,8.5,8.5,0.0,5,2025,APPROX_UNDER,totals_under,0
777026,2025-07-23,0,8.5,8.5,0.0,5,2025,APPROX_UNDER,totals_under,0
777037,2025-07-23,0,8.0,7.5,-0.5,5,2025,APPROX_UNDER,totals_under,1
777041,2025-07-23,0,8.0,7.5,-0.5,12,2025,APPROX_UNDER,totals_under,1
777032,2025-07-23,0,8.5,8.5,0.0,7,2025,APPROX_UNDER,totals_under,0
777038,2025-07-23,0,8.5,8.5,0.0,17,2025,APPROX_UNDER,totals_under,0
777012,2025-07-25,0,10.0,9.5,-0.5,7,2025,APPROX_UNDER,totals_under,1
776998,2025-07-26,0,8.5,8.5,0.0,6,2025,APPROX_UNDER,totals_under,0
776995,2025-07-26,0,8.5,8.5,0.0,9,2025,APPROX_UNDER,totals_under,0
776988,2025-07-27,1,8.0,7.5,-0.5,7,2025,APPROX_UNDER,totals_under,1
776976,2025-07-27,0,8.0,8.0,0.0,8,2025,APPROX_UNDER,totals_under,0
776977,2025-07-27,0,8.5,9.0,0.5,5,2025,APPROX_UNDER,totals_under,0
776965,2025-07-28,0,8.0,8.0,0.0,12,2025,APPROX_UNDER,totals_under,0
776972,2025-07-28,0,8.5,8.0,-0.5,8,2025,APPROX_UNDER,totals_under,1
776960,2025-07-28,0,8.5,8.0,-0.5,8,2025,APPROX_UNDER,totals_under,1
776958,2025-07-28,0,8.5,8.5,0.0,10,2025,APPROX_UNDER,totals_under,0
776954,2025-07-29,0,8.5,9.0,0.5,13,2025,APPROX_UNDER,totals_under,0
776945,2025-07-29,0,8.5,9.0,0.5,13,2025,APPROX_UNDER,totals_under,0
776900,2025-08-02,0,8.0,8.0,0.0,6,2025,APPROX_UNDER,totals_under,0
776904,2025-08-02,0,10.0,10.5,0.5,13,2025,APPROX_UNDER,totals_under,0
776903,2025-08-02,0,8.5,8.5,0.0,10,2025,APPROX_UNDER,totals_under,0
776895,2025-08-03,0,8.0,7.5,-0.5,7,2025,APPROX_UNDER,totals_under,1
776882,2025-08-04,0,8.5,8.0,-0.5,4,2025,APPROX_UNDER,totals_under,1
776852,2025-08-05,0,9.0,9.0,0.0,15,2025,APPROX_UNDER,totals_under,0
776836,2025-08-06,0,11.5,11.5,0.0,21,2025,APPROX_UNDER,totals_under,0
776850,2025-08-06,0,9.0,8.5,-0.5,3,2025,APPROX_UNDER,totals_under,1
776829,2025-08-08,0,8.0,7.5,-0.5,5,2025,APPROX_UNDER,totals_under,1
776834,2025-08-08,0,8.0,8.0,0.0,6,2025,APPROX_UNDER,totals_under,0
776833,2025-08-08,0,8.5,8.0,-0.5,14,2025,APPROX_UNDER,totals_under,1
778431,2025-08-09,1,9.0,8.5,-0.5,8,2025,APPROX_UNDER,totals_under,1
776815,2025-08-09,0,8.0,8.5,0.5,9,2025,APPROX_UNDER,totals_under,0
776816,2025-08-09,0,8.5,8.5,0.0,2,2025,APPROX_UNDER,totals_under,0
776800,2025-08-10,1,8.0,7.5,-0.5,6,2025,APPROX_UNDER,totals_under,1
776779,2025-08-11,0,8.5,8.5,0.0,11,2025,APPROX_UNDER,totals_under,0
776765,2025-08-13,0,8.5,8.5,0.0,8,2025,APPROX_UNDER,totals_under,0
776756,2025-08-13,0,9.0,9.0,0.0,17,2025,APPROX_UNDER,totals_under,0
776718,2025-08-16,0,10.5,10.5,0.0,9,2025,APPROX_UNDER,totals_under,0
776705,2025-08-17,0,8.5,8.5,0.0,12,2025,APPROX_UNDER,totals_under,0
776707,2025-08-17,0,8.0,8.5,0.5,10,2025,APPROX_UNDER,totals_under,0
776674,2025-08-19,0,8.0,8.5,0.5,9,2025,APPROX_UNDER,totals_under,0
776660,2025-08-20,0,11.5,11.5,0.0,11,2025,APPROX_UNDER,totals_under,0
776656,2025-08-20,0,8.0,8.0,0.0,9,2025,APPROX_UNDER,totals_under,0
776648,2025-08-22,1,9.5,9.5,0.0,9,2025,APPROX_UNDER,totals_under,0
776627,2025-08-23,1,8.0,8.0,0.0,13,2025,APPROX_UNDER,totals_under,0
776600,2025-08-25,0,8.0,7.5,-0.5,3,2025,APPROX_UNDER,totals_under,1
776598,2025-08-25,0,8.0,7.5,-0.5,16,2025,APPROX_UNDER,totals_under,1
776594,2025-08-25,0,8.5,8.0,-0.5,7,2025,APPROX_UNDER,totals_under,1
776581,2025-08-26,0,8.0,8.0,0.0,13,2025,APPROX_UNDER,totals_under,0
776585,2025-08-26,0,8.0,8.0,0.0,11,2025,APPROX_UNDER,totals_under,0
776580,2025-08-27,1,8.0,7.0,-1.0,7,2025,APPROX_UNDER,totals_under,1
776572,2025-08-27,0,8.5,8.5,0.0,5,2025,APPROX_UNDER,totals_under,0
776569,2025-08-27,0,8.5,8.5,0.0,13,2025,APPROX_UNDER,totals_under,0
776564,2025-08-28,1,8.0,8.0,0.0,5,2025,APPROX_UNDER,totals_under,0
776554,2025-08-28,0,8.5,8.0,-0.5,5,2025,APPROX_UNDER,totals_under,1
776549,2025-08-29,0,8.0,8.0,0.0,6,2025,APPROX_UNDER,totals_under,0
776528,2025-08-30,0,9.0,9.0,0.0,4,2025,APPROX_UNDER,totals_under,0
776508,2025-08-31,0,10.0,9.5,-0.5,15,2025,APPROX_UNDER,totals_under,1
776501,2025-09-01,0,8.5,8.5,0.0,18,2025,APPROX_UNDER,totals_under,0
776505,2025-09-01,0,8.5,8.0,-0.5,10,2025,APPROX_UNDER,totals_under,1
776490,2025-09-02,1,8.5,8.5,0.0,17,2025,APPROX_UNDER,totals_under,0
776486,2025-09-02,0,10.5,10.5,0.0,11,2025,APPROX_UNDER,totals_under,0
776475,2025-09-03,0,8.5,8.5,0.0,22,2025,APPROX_UNDER,totals_under,0
776459,2025-09-04,0,8.0,8.0,0.0,2,2025,APPROX_UNDER,totals_under,0
776454,2025-09-05,0,8.5,9.0,0.5,3,2025,APPROX_UNDER,totals_under,0
776456,2025-09-05,0,8.0,8.0,0.0,12,2025,APPROX_UNDER,totals_under,0
776433,2025-09-06,0,8.0,8.0,0.0,6,2025,APPROX_UNDER,totals_under,0
776443,2025-09-06,0,8.0,7.5,-0.5,7,2025,APPROX_UNDER,totals_under,1
776409,2025-09-08,1,8.0,8.0,0.0,22,2025,APPROX_UNDER,totals_under,0
776405,2025-09-08,1,9.0,9.0,0.0,1,2025,APPROX_UNDER,totals_under,0
776397,2025-09-09,0,9.0,9.0,0.0,12,2025,APPROX_UNDER,totals_under,0
776404,2025-09-09,0,8.5,8.0,-0.5,12,2025,APPROX_UNDER,totals_under,1
776385,2025-09-10,0,9.0,9.0,0.0,5,2025,APPROX_UNDER,totals_under,0
776380,2025-09-10,0,8.5,8.5,0.0,9,2025,APPROX_UNDER,totals_under,0
776364,2025-09-11,0,8.0,8.0,0.0,6,2025,APPROX_UNDER,totals_under,0
776351,2025-09-12,0,8.0,8.0,0.0,11,2025,APPROX_UNDER,totals_under,0
776354,2025-09-12,0,9.0,9.0,0.0,10,2025,APPROX_UNDER,totals_under,0
776353,2025-09-12,0,8.0,7.5,-0.5,7,2025,APPROX_UNDER,totals_under,1
776349,2025-09-13,0,8.5,8.5,0.0,5,2025,APPROX_UNDER,totals_under,0
776329,2025-09-14,0,8.5,9.0,0.5,11,2025,APPROX_UNDER,totals_under,0
776327,2025-09-14,0,9.5,9.5,0.0,11,2025,APPROX_UNDER,totals_under,0
776302,2025-09-16,0,8.5,8.5,0.0,17,2025,APPROX_UNDER,totals_under,0
776290,2025-09-17,0,8.0,7.5,-0.5,3,2025,APPROX_UNDER,totals_under,1
776292,2025-09-17,0,8.0,7.5,-0.5,7,2025,APPROX_UNDER,totals_under,1
776277,2025-09-17,0,10.5,10.5,0.0,12,2025,APPROX_UNDER,totals_under,0
776272,2025-09-18,0,9.0,9.0,0.0,2,2025,APPROX_UNDER,totals_under,0
776268,2025-09-19,0,9.0,9.0,0.0,11,2025,APPROX_UNDER,totals_under,0
776267,2025-09-19,0,8.5,8.5,0.0,11,2025,APPROX_UNDER,totals_under,0
776258,2025-09-20,0,9.0,9.0,0.0,11,2025,APPROX_UNDER,totals_under,0
776249,2025-09-20,0,8.5,8.0,-0.5,2,2025,APPROX_UNDER,totals_under,1
776245,2025-09-20,0,8.0,8.0,0.0,3,2025,APPROX_UNDER,totals_under,0
776228,2025-09-21,0,8.0,8.0,0.0,10,2025,APPROX_UNDER,totals_under,0
776236,2025-09-21,0,8.0,8.0,0.0,10,2025,APPROX_UNDER,totals_under,0
776215,2025-09-23,0,8.0,8.0,0.0,11,2025,APPROX_UNDER,totals_under,0
776181,2025-09-26,0,8.5,8.5,0.0,7,2025,APPROX_UNDER,totals_under,0
776169,2025-09-26,0,9.0,9.0,0.0,7,2025,APPROX_UNDER,totals_under,0
776156,2025-09-27,0,8.0,8.0,0.0,4,2025,APPROX_UNDER,totals_under,0
